income_code,age_range,gender,ethnicity,education,population
F,75_84,female,white,< Than HS Diploma,58126
F,45_54,male,asian,< Than HS Diploma,5188
J,55_64,male,black,Some College,9728
G,25_34,female,asian,Graduate Degree,33543
L,18_24,female,white,Graduate Degree,25956
A,65_74,male,black,Graduate Degree,8620
F,55_64,male,white,Graduate Degree,300216
C,75_84,female,black,HS Diploma,87659
J,35_44,male,hispanic,Some College,15530
E,45_54,male,asian,Some College,45052
D,55_64,female,black,HS Diploma,181694
E,18_24,male,hispanic,HS Diploma,34938
B,45_54,female,hispanic,Graduate Degree,5590
E,25_34,male,islander,Bachelor Degree,510
J,25_34,female,white,Bachelor Degree,180261
D,65_74,female,asian,HS Diploma,19353
I,18_24,female,hispanic,Some College,19129
K,25_34,male,black,< Than HS Diploma,1349
I,55_64,female,asian,HS Diploma,2603
A,85_120,female,islander,HS Diploma,106
F,55_64,female,asian,HS Diploma,18612
J,55_64,female,islander,< Than HS Diploma,11
D,35_44,male,white,HS Diploma,216033
L,55_64,male,hispanic,< Than HS Diploma,11513
F,25_34,male,islander,Bachelor Degree,491
F,18_24,female,hispanic,Some College,87681
G,55_64,female,black,HS Diploma,44761
L,55_64,male,black,HS Diploma,6697
I,45_54,male,hispanic,Graduate Degree,4701
E,35_44,male,islander,Graduate Degree,128
G,55_64,male,black,HS Diploma,39164
G,25_34,female,asian,Some College,41235
H,18_24,female,islander,HS Diploma,90
G,75_84,male,islander,< Than HS Diploma,18
I,18_24,male,islander,< Than HS Diploma,9
F,65_74,male,black,Graduate Degree,20656
C,45_54,female,white,Bachelor Degree,65021
D,65_74,female,black,Graduate Degree,18720
C,75_84,female,hispanic,Graduate Degree,3927
J,45_54,female,black,HS Diploma,13462
A,25_34,female,islander,< Than HS Diploma,389
J,75_84,female,islander,Bachelor Degree,4
J,65_74,male,white,Some College,17028
L,18_24,male,hispanic,Some College,18093
A,25_34,female,hispanic,HS Diploma,140283
C,25_34,male,black,Bachelor Degree,22906
F,55_64,female,asian,< Than HS Diploma,1826
H,45_54,male,islander,Some College,508
I,25_34,male,asian,< Than HS Diploma,2350
B,18_24,male,islander,< Than HS Diploma,29
J,18_24,male,hispanic,Some College,15750
D,85_120,male,black,Graduate Degree,6787
J,18_24,male,white,< Than HS Diploma,6426
C,18_24,male,hispanic,Graduate Degree,1793
A,18_24,female,asian,Bachelor Degree,7550
U,25_34,male,white,HS Diploma,9
J,55_64,female,white,< Than HS Diploma,11827
D,45_54,male,black,HS Diploma,113463
G,55_64,female,hispanic,Some College,20878
I,25_34,male,hispanic,< Than HS Diploma,75011
D,55_64,female,islander,Some College,352
A,18_24,male,islander,< Than HS Diploma,64
J,45_54,male,islander,Some College,167
K,18_24,female,white,Bachelor Degree,39169
B,18_24,female,hispanic,HS Diploma,43802
H,25_34,female,white,Bachelor Degree,302643
I,75_84,male,white,Some College,41063
H,55_64,male,hispanic,Some College,19994
I,65_74,female,white,HS Diploma,67663
E,45_54,female,asian,HS Diploma,25619
F,55_64,male,asian,Some College,22145
I,45_54,male,black,HS Diploma,7313
G,45_54,male,asian,< Than HS Diploma,2794
D,65_74,male,islander,< Than HS Diploma,70
D,35_44,female,islander,< Than HS Diploma,51
E,55_64,female,white,< Than HS Diploma,75713
L,55_64,female,hispanic,Graduate Degree,8844
F,18_24,female,black,HS Diploma,37081
K,75_84,male,white,< Than HS Diploma,4739
B,55_64,female,black,< Than HS Diploma,55609
B,25_34,male,black,HS Diploma,64922
L,55_64,male,white,HS Diploma,71148
H,85_120,female,white,< Than HS Diploma,9698
C,55_64,male,black,Bachelor Degree,11627
L,65_74,male,white,Graduate Degree,147517
K,45_54,female,white,Some College,129983
G,55_64,male,white,< Than HS Diploma,62557
B,25_34,female,asian,Some College,23010
L,85_120,male,hispanic,HS Diploma,796
B,25_34,male,islander,Some College,414
D,85_120,male,islander,HS Diploma,59
H,45_54,female,white,HS Diploma,224266
H,45_54,female,hispanic,Some College,37299
B,35_44,male,hispanic,< Than HS Diploma,148394
L,45_54,male,asian,< Than HS Diploma,1333
J,25_34,male,islander,Graduate Degree,106
I,18_24,female,white,HS Diploma,34901
A,65_74,female,asian,Graduate Degree,2358
H,25_34,female,black,Some College,42185
C,65_74,female,asian,< Than HS Diploma,3681
I,85_120,female,black,Graduate Degree,801
L,75_84,male,hispanic,Graduate Degree,2581
H,55_64,female,islander,Graduate Degree,73
D,25_34,male,hispanic,HS Diploma,162712
J,18_24,female,hispanic,< Than HS Diploma,8888
L,65_74,female,asian,HS Diploma,1516
I,45_54,male,hispanic,< Than HS Diploma,9623
I,55_64,male,asian,HS Diploma,2790
J,18_24,female,hispanic,Graduate Degree,1910
L,65_74,female,islander,HS Diploma,29
E,18_24,female,white,Some College,603251
J,55_64,male,white,< Than HS Diploma,19400
C,85_120,male,asian,< Than HS Diploma,3071
L,85_120,female,islander,Some College,9
F,35_44,male,white,Bachelor Degree,692626
B,55_64,male,white,Graduate Degree,44057
K,65_74,male,white,Bachelor Degree,63994
I,18_24,female,asian,HS Diploma,1709
U,45_54,female,hispanic,< Than HS Diploma,2
B,35_44,female,black,Some College,121697
K,75_84,male,hispanic,Some College,878
H,35_44,male,islander,Graduate Degree,44
B,55_64,female,islander,Graduate Degree,33
G,85_120,female,islander,Graduate Degree,18
F,85_120,female,islander,< Than HS Diploma,13
B,25_34,female,black,HS Diploma,250380
K,18_24,male,asian,HS Diploma,1896
I,75_84,male,black,HS Diploma,2108
F,25_34,female,hispanic,< Than HS Diploma,247040
G,75_84,female,white,Some College,114979
U,25_34,male,white,Bachelor Degree,2
E,55_64,male,white,HS Diploma,1341102
D,65_74,male,white,HS Diploma,769958
F,55_64,male,white,< Than HS Diploma,112814
K,85_120,male,asian,< Than HS Diploma,73
E,18_24,female,islander,HS Diploma,233
C,75_84,female,asian,Bachelor Degree,7117
I,45_54,female,white,Some College,134013
G,55_64,male,asian,< Than HS Diploma,2176
A,45_54,male,islander,Some College,143
J,65_74,female,white,Bachelor Degree,44975
E,85_120,male,islander,Graduate Degree,24
B,75_84,male,white,< Than HS Diploma,215725
E,45_54,male,asian,Graduate Degree,24039
K,75_84,female,asian,Some College,1124
G,18_24,female,islander,Graduate Degree,24
H,18_24,female,hispanic,Graduate Degree,3381
D,55_64,male,hispanic,HS Diploma,95825
L,45_54,female,white,< Than HS Diploma,9370
C,55_64,male,black,Graduate Degree,11455
E,18_24,male,hispanic,Graduate Degree,7324
H,55_64,female,islander,HS Diploma,246
K,35_44,female,white,Graduate Degree,86227
L,85_120,female,white,Graduate Degree,17083
G,65_74,male,white,< Than HS Diploma,46585
C,25_34,male,white,< Than HS Diploma,135340
G,18_24,female,asian,Graduate Degree,2350
I,25_34,female,asian,< Than HS Diploma,1630
A,35_44,male,white,Some College,195406
B,35_44,female,black,HS Diploma,123697
A,35_44,female,islander,Some College,517
D,45_54,male,hispanic,< Than HS Diploma,129578
E,25_34,male,asian,Bachelor Degree,108528
E,35_44,female,hispanic,HS Diploma,119473
J,55_64,male,black,< Than HS Diploma,3109
C,45_54,female,islander,Graduate Degree,20
G,45_54,male,white,HS Diploma,192859
G,55_64,male,black,Bachelor Degree,23201
H,65_74,female,hispanic,< Than HS Diploma,13105
B,18_24,female,black,Bachelor Degree,21551
J,75_84,female,black,Some College,1969
E,18_24,female,islander,Some College,889
C,45_54,male,hispanic,Some College,15734
D,55_64,female,hispanic,< Than HS Diploma,154790
G,35_44,female,black,HS Diploma,22235
L,45_54,female,black,Bachelor Degree,14894
C,65_74,female,white,Bachelor Degree,108181
I,25_34,male,black,Graduate Degree,16434
B,55_64,male,asian,Bachelor Degree,3648
C,35_44,female,hispanic,Bachelor Degree,15726
H,35_44,male,asian,HS Diploma,8681
K,45_54,female,asian,HS Diploma,2862
G,35_44,female,hispanic,Some College,52362
F,65_74,male,white,Bachelor Degree,325235
H,18_24,female,black,Some College,35372
J,75_84,female,white,HS Diploma,34665
F,75_84,male,black,Some College,13471
C,25_34,female,asian,HS Diploma,30272
L,25_34,female,asian,< Than HS Diploma,1034
I,25_34,male,islander,Some College,345
H,85_120,female,asian,< Than HS Diploma,328
E,18_24,female,white,Bachelor Degree,74272
G,25_34,male,black,HS Diploma,45008
F,85_120,female,white,Graduate Degree,31849
B,25_34,male,black,Bachelor Degree,16841
L,25_34,male,islander,Some College,350
K,85_120,female,black,HS Diploma,627
J,25_34,female,islander,< Than HS Diploma,51
I,65_74,male,white,Graduate Degree,80507
G,85_120,female,white,< Than HS Diploma,17356
L,65_74,female,hispanic,Bachelor Degree,3562
J,35_44,male,islander,Graduate Degree,35
C,18_24,female,white,HS Diploma,137529
E,55_64,male,asian,Bachelor Degree,36837
D,75_84,female,asian,Graduate Degree,4803
D,35_44,male,islander,Some College,328
G,55_64,male,asian,Some College,14181
D,75_84,female,hispanic,HS Diploma,22994
A,18_24,female,hispanic,HS Diploma,45505
I,85_120,male,black,Graduate Degree,988
G,55_64,male,hispanic,Bachelor Degree,10712
H,25_34,female,white,Some College,347270
E,55_64,female,asian,Graduate Degree,11719
C,45_54,male,islander,Some College,110
K,35_44,male,asian,Graduate Degree,17494
F,18_24,female,white,< Than HS Diploma,37387
H,35_44,female,hispanic,HS Diploma,44064
A,55_64,male,hispanic,< Than HS Diploma,128196
G,85_120,male,white,Some College,41899
E,75_84,male,hispanic,Bachelor Degree,5221
F,18_24,female,white,HS Diploma,149156
L,45_54,male,hispanic,Graduate Degree,10655
H,25_34,female,hispanic,Graduate Degree,29526
A,75_84,male,white,HS Diploma,219168
F,55_64,female,hispanic,Some College,34256
I,25_34,female,white,Graduate Degree,157080
A,55_64,female,black,< Than HS Diploma,100872
I,45_54,female,black,HS Diploma,9733
G,85_120,male,asian,Some College,1080
J,35_44,male,islander,HS Diploma,31
I,35_44,male,islander,< Than HS Diploma,9
A,65_74,male,white,< Than HS Diploma,110471
H,25_34,female,white,< Than HS Diploma,47159
I,75_84,male,hispanic,HS Diploma,1584
B,85_120,male,asian,Bachelor Degree,1863
J,35_44,male,hispanic,Graduate Degree,4908
B,25_34,male,asian,Some College,14549
D,65_74,male,asian,Graduate Degree,9282
F,75_84,male,white,< Than HS Diploma,83312
E,35_44,male,white,Graduate Degree,197617
H,18_24,male,hispanic,HS Diploma,8859
D,18_24,male,hispanic,Bachelor Degree,5225
C,18_24,female,white,Graduate Degree,22966
F,45_54,male,islander,HS Diploma,438
C,65_74,female,islander,Graduate Degree,46
D,45_54,female,islander,Graduate Degree,51
H,85_120,female,islander,HS Diploma,15
E,25_34,female,white,Graduate Degree,366753
G,25_34,male,white,< Than HS Diploma,141783
C,55_64,female,white,Bachelor Degree,85404
D,25_34,male,white,< Than HS Diploma,220629
B,65_74,male,black,< Than HS Diploma,28862
A,25_34,male,asian,< Than HS Diploma,8078
E,45_54,male,islander,Graduate Degree,125
U,35_44,female,white,Some College,2
D,65_74,male,black,< Than HS Diploma,51104
A,65_74,female,black,Bachelor Degree,21481
K,85_120,female,white,Graduate Degree,6868
B,35_44,male,hispanic,Bachelor Degree,5456
D,18_24,female,islander,< Than HS Diploma,35
D,45_54,female,white,Some College,402015
G,25_34,male,black,Graduate Degree,47188
U,85_120,male,white,HS Diploma,2
G,55_64,female,asian,Bachelor Degree,25753
H,55_64,male,white,Graduate Degree,185339
E,35_44,male,black,Bachelor Degree,104504
E,55_64,male,asian,HS Diploma,37915
E,45_54,male,hispanic,Bachelor Degree,21740
F,35_44,male,black,Graduate Degree,21712
G,75_84,male,asian,HS Diploma,3373
B,45_54,male,hispanic,Graduate Degree,2959
K,75_84,male,black,Some College,834
H,45_54,male,islander,< Than HS Diploma,18
I,35_44,male,asian,Graduate Degree,14722
C,18_24,female,hispanic,Bachelor Degree,4360
A,18_24,female,hispanic,Bachelor Degree,5324
I,85_120,female,black,Bachelor Degree,1043
L,55_64,male,islander,Some College,112
K,18_24,female,islander,< Than HS Diploma,9
H,65_74,male,islander,Some College,29
K,65_74,female,white,Graduate Degree,34408
E,18_24,female,asian,Bachelor Degree,10459
F,25_34,female,asian,< Than HS Diploma,5465
K,45_54,female,islander,Some College,121
I,75_84,female,islander,< Than HS Diploma,18
I,85_120,male,islander,Some College,7
E,45_54,female,hispanic,Some College,56855
G,65_74,male,asian,< Than HS Diploma,1885
I,85_120,male,black,Bachelor Degree,777
L,25_34,female,islander,HS Diploma,189
A,65_74,male,islander,Bachelor Degree,24
J,18_24,male,islander,Some College,150
L,35_44,female,islander,Graduate Degree,90
H,25_34,male,white,Some College,364274
G,55_64,female,hispanic,HS Diploma,56232
C,18_24,male,hispanic,Some College,55471
L,18_24,male,white,Graduate Degree,38841
I,65_74,male,asian,Some College,2266
H,18_24,male,asian,Graduate Degree,2774
F,75_84,male,hispanic,Graduate Degree,4781
I,65_74,female,hispanic,< Than HS Diploma,8701
L,65_74,female,hispanic,Graduate Degree,3093
B,65_74,male,white,HS Diploma,235646
I,45_54,female,asian,Graduate Degree,11235
B,55_64,male,black,< Than HS Diploma,30697
D,25_34,female,black,Bachelor Degree,64196
J,18_24,female,white,HS Diploma,33354
C,55_64,female,asian,Bachelor Degree,6483
C,18_24,male,white,Bachelor Degree,22172
A,35_44,female,islander,Bachelor Degree,235
H,85_120,female,islander,Bachelor Degree,4
C,45_54,male,hispanic,HS Diploma,40247
K,45_54,male,black,Graduate Degree,8503
A,75_84,female,hispanic,HS Diploma,13955
D,85_120,female,asian,Bachelor Degree,5619
J,25_34,male,asian,< Than HS Diploma,1613
B,55_64,male,white,Bachelor Degree,41285
J,18_24,female,hispanic,Some College,15871
G,25_34,male,hispanic,Graduate Degree,80122
G,75_84,male,asian,Bachelor Degree,9066
J,75_84,male,islander,Some College,7
D,25_34,female,black,HS Diploma,193255
E,18_24,male,asian,Graduate Degree,8285
I,25_34,female,islander,Some College,477
A,18_24,female,islander,Some College,546
J,45_54,male,islander,Bachelor Degree,92
C,75_84,male,islander,Bachelor Degree,35
U,45_54,male,white,Some College,22
D,65_74,female,islander,Graduate Degree,57
L,18_24,male,islander,HS Diploma,35
E,45_54,male,asian,HS Diploma,35279
B,65_74,female,hispanic,Graduate Degree,3320
G,85_120,female,black,Some College,3461
G,35_44,female,white,Some College,403704
L,65_74,female,white,Bachelor Degree,171534
E,25_34,female,islander,HS Diploma,1641
K,75_84,male,black,Graduate Degree,1307
B,65_74,female,white,Graduate Degree,54496
I,45_54,female,black,Graduate Degree,6554
A,75_84,male,black,Graduate Degree,8155
G,85_120,male,asian,Graduate Degree,2013
C,45_54,female,asian,HS Diploma,12467
K,18_24,female,black,HS Diploma,1808
G,75_84,female,hispanic,HS Diploma,6393
F,55_64,female,hispanic,< Than HS Diploma,76496
G,25_34,male,asian,< Than HS Diploma,6721
B,55_64,male,islander,< Than HS Diploma,40
B,65_74,female,islander,Bachelor Degree,42
A,25_34,female,asian,Some College,24145
K,65_74,female,black,HS Diploma,2176
G,18_24,female,black,HS Diploma,21294
H,18_24,male,black,HS Diploma,5982
L,75_84,female,islander,Graduate Degree,24
E,75_84,female,white,Bachelor Degree,210751
B,18_24,female,black,Some College,166604
D,65_74,male,black,Some College,44444
J,45_54,female,hispanic,< Than HS Diploma,15028
B,25_34,female,asian,Graduate Degree,15094
J,18_24,male,black,Bachelor Degree,2026
L,55_64,female,asian,< Than HS Diploma,433
E,55_64,male,islander,< Than HS Diploma,44
L,35_44,female,islander,HS Diploma,64
L,85_120,female,islander,Graduate Degree,2
F,55_64,male,black,Bachelor Degree,44972
C,35_44,male,white,Graduate Degree,36403
L,55_64,male,white,Bachelor Degree,214914
C,65_74,male,islander,HS Diploma,132
I,35_44,female,islander,HS Diploma,97
G,45_54,female,white,HS Diploma,213583
K,55_64,male,white,Some College,95071
L,65_74,female,black,HS Diploma,3879
K,55_64,female,hispanic,Graduate Degree,6314
I,65_74,male,islander,Bachelor Degree,9
F,45_54,female,white,Graduate Degree,189229
H,35_44,male,hispanic,Some College,63622
D,35_44,female,black,Bachelor Degree,76107
L,25_34,male,asian,Graduate Degree,58870
K,35_44,female,islander,Some College,154
J,55_64,male,islander,Graduate Degree,46
L,18_24,female,islander,Some College,169
C,75_84,female,white,< Than HS Diploma,247383
E,18_24,female,white,HS Diploma,201648
I,25_34,female,white,Bachelor Degree,211902
L,55_64,male,black,Graduate Degree,9975
I,18_24,female,black,Bachelor Degree,3423
I,85_120,female,hispanic,Graduate Degree,513
F,65_74,female,islander,HS Diploma,266
E,18_24,male,islander,Bachelor Degree,99
D,65_74,female,white,Some College,383363
B,85_120,male,white,< Than HS Diploma,129659
K,25_34,male,black,Some College,10160
G,75_84,male,asian,< Than HS Diploma,1547
G,75_84,female,islander,Graduate Degree,26
J,65_74,female,islander,HS Diploma,31
F,35_44,female,black,Bachelor Degree,109252
J,65_74,female,black,HS Diploma,3080
A,25_34,male,hispanic,Some College,39789
J,85_120,male,hispanic,< Than HS Diploma,1674
H,18_24,female,asian,Graduate Degree,1868
I,65_74,female,asian,HS Diploma,2112
G,65_74,male,islander,< Than HS Diploma,31
U,25_34,female,black,Graduate Degree,2
D,18_24,female,black,Some College,138371
F,18_24,male,hispanic,Some College,95388
B,45_54,female,white,Bachelor Degree,71898
I,45_54,female,hispanic,Graduate Degree,6008
H,35_44,male,black,Graduate Degree,8325
B,45_54,female,hispanic,HS Diploma,67113
B,85_120,male,hispanic,HS Diploma,5991
H,35_44,male,white,Graduate Degree,93361
D,18_24,male,asian,Bachelor Degree,5364
H,75_84,female,black,Graduate Degree,1784
G,35_44,male,islander,< Than HS Diploma,35
E,65_74,female,hispanic,HS Diploma,57561
F,55_64,male,hispanic,HS Diploma,104674
A,55_64,male,white,Graduate Degree,61153
D,35_44,female,hispanic,Graduate Degree,19378
G,18_24,female,asian,Some College,15569
E,65_74,female,asian,HS Diploma,21146
J,85_120,female,hispanic,Graduate Degree,440
K,85_120,female,asian,Some College,429
I,25_34,female,white,Some College,230507
J,65_74,female,islander,Bachelor Degree,20
H,25_34,male,islander,Some College,594
J,55_64,female,islander,HS Diploma,156
J,25_34,female,hispanic,Graduate Degree,17323
A,75_84,male,hispanic,Bachelor Degree,1718
J,85_120,male,asian,< Than HS Diploma,255
J,35_44,female,islander,Bachelor Degree,178
A,18_24,female,islander,Graduate Degree,35
K,25_34,female,islander,< Than HS Diploma,9
D,25_34,female,hispanic,Some College,125037
